id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,node_idx
508637,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,10809
508775,M,North Region,A Level or Equivalent,60-70%,0-35,0,90,N,10810
509148,M,South East Region,HE Qualification,40-50%,0-35,0,120,N,10811
509150,M,North Region,Lower Than A Level,,35-55,0,60,N,10812
509177,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,N,10813
509710,M,Scotland,Lower Than A Level,10-20,35-55,0,30,N,10814
510054,M,North Region,A Level or Equivalent,,0-35,0,30,N,10815
510266,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,10816
510401,M,Yorkshire Region,HE Qualification,70-80%,0-35,0,90,N,10817
510460,M,North Region,HE Qualification,30-40%,35-55,0,60,N,10818
510846,M,South West Region,Lower Than A Level,10-20,35-55,0,60,N,10819
511258,M,Scotland,HE Qualification,90-100%,55<=,0,30,N,10820
511350,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,Y,10821
511612,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,90,N,10822
511859,M,South West Region,Lower Than A Level,0-10%,0-35,0,120,N,10823
512257,M,London Region,HE Qualification,50-60%,35-55,0,30,N,10824
512259,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,10825
512330,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,150,Y,10826
512546,M,Scotland,A Level or Equivalent,30-40%,0-35,0,30,N,10827
512852,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,10828
512861,F,South West Region,A Level or Equivalent,40-50%,0-35,0,90,N,10829
513918,M,North Region,Lower Than A Level,10-20,0-35,0,60,Y,10830
514504,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,10831
515125,M,London Region,A Level or Equivalent,50-60%,0-35,0,150,N,10832
515426,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,10833
515491,M,Ireland,HE Qualification,90-100%,0-35,0,60,N,10834
515734,F,North Region,A Level or Equivalent,50-60%,35-55,1,30,N,10835
515857,M,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,10836
517223,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,10837
517416,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,10838
518134,M,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,10839
518359,M,Ireland,Post Graduate Qualification,,35-55,0,60,N,10840
518503,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,10841
519057,F,South West Region,A Level or Equivalent,20-30%,0-35,0,120,N,10842
519116,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,10843
519506,F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,10844
519684,M,Scotland,HE Qualification,70-80%,0-35,0,30,N,10845
519879,F,South Region,A Level or Equivalent,90-100%,55<=,0,60,N,10846
520077,M,South Region,Lower Than A Level,30-40%,35-55,0,90,N,10847
520750,M,Wales,HE Qualification,40-50%,0-35,0,90,N,10848
520854,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,10849
521115,M,North Western Region,HE Qualification,10-20,0-35,0,120,N,10850
521292,M,South Region,HE Qualification,60-70%,0-35,0,60,N,10851
522004,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,10852
522257,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,10853
522525,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,10854
522534,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,30,N,10855
522708,M,South West Region,A Level or Equivalent,60-70%,0-35,0,90,N,10856
522754,M,South West Region,A Level or Equivalent,0-10%,0-35,0,60,Y,10857
522924,M,London Region,HE Qualification,20-30%,35-55,0,30,N,10858
523334,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,10859
523762,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,10860
523817,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,10861
523872,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,10862
523944,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,10863
524019,M,South Region,Lower Than A Level,10-20,0-35,0,60,N,10864
524170,M,Yorkshire Region,HE Qualification,60-70%,0-35,0,30,N,10865
524276,M,Scotland,HE Qualification,90-100%,35-55,0,30,N,10866
524431,F,South Region,A Level or Equivalent,0-10%,0-35,0,60,N,10867
524851,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,30,N,10868
525060,F,Scotland,A Level or Equivalent,20-30%,0-35,0,90,N,10869
526124,M,North Western Region,Lower Than A Level,40-50%,35-55,0,30,N,10870
526132,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,Y,10871
526441,M,South East Region,Lower Than A Level,60-70%,0-35,0,150,N,10872
526601,M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,10873
526741,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,10874
527958,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,90,N,10875
528290,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,10876
528506,M,South Region,HE Qualification,90-100%,0-35,0,60,N,10877
528700,M,South Region,HE Qualification,80-90%,35-55,0,30,N,10878
529179,M,Wales,Lower Than A Level,0-10%,35-55,0,90,N,10879
529309,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,10880
529512,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,10881
529550,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,30,N,10882
529723,M,South West Region,A Level or Equivalent,40-50%,0-35,0,90,N,10883
529975,M,Ireland,Lower Than A Level,10-20,0-35,0,30,N,10884
530663,F,South Region,A Level or Equivalent,50-60%,0-35,0,150,N,10885
531674,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,10886
531896,M,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,10887
532649,M,Scotland,HE Qualification,70-80%,0-35,0,30,N,10888
532744,M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,120,N,10889
532846,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,10890
533006,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,10891
533689,F,Wales,A Level or Equivalent,20-30%,0-35,0,30,N,10892
534093,M,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,10893
534203,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,10894
534733,M,South Region,HE Qualification,90-100%,0-35,0,60,N,10895
535161,M,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,10896
535259,M,East Midlands Region,HE Qualification,80-90%,35-55,0,30,N,10897
535648,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,30,N,10898
536276,M,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,10899
536736,M,London Region,HE Qualification,10-20,0-35,0,120,N,10900
536825,M,South East Region,A Level or Equivalent,40-50%,0-35,0,30,N,10901
537811,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,Y,10902
539408,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,10903
539451,M,London Region,Lower Than A Level,10-20,55<=,0,60,N,10904
539727,M,South West Region,A Level or Equivalent,30-40%,0-35,0,90,N,10905
540694,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,10906
540885,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,240,N,10907
541040,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,10908
541482,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,10909
541531,M,South East Region,A Level or Equivalent,30-40%,35-55,0,60,N,10910
541538,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,30,N,10911
541708,M,South West Region,A Level or Equivalent,70-80%,35-55,0,30,N,10912
542054,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,30,N,10913
542134,M,Wales,HE Qualification,50-60%,35-55,0,60,N,10914
542167,M,Scotland,HE Qualification,50-60%,0-35,0,60,Y,10915
542180,F,South West Region,Lower Than A Level,40-50%,0-35,0,300,Y,10916
542557,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,10917
543653,M,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,10918
543788,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,10919
543953,F,South East Region,Lower Than A Level,50-60%,35-55,0,90,N,10920
544052,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,10921
544071,M,South Region,Lower Than A Level,90-100%,0-35,0,150,N,10922
544267,M,South West Region,A Level or Equivalent,80-90%,35-55,0,30,N,10923
544271,M,South Region,A Level or Equivalent,60-70%,0-35,0,90,N,10924
544319,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,10925
544720,M,South Region,A Level or Equivalent,70-80%,0-35,0,30,N,10926
545118,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,N,10927
545255,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,10928
545493,M,Scotland,HE Qualification,90-100%,0-35,0,90,N,10929
545704,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,Y,10930
545758,M,West Midlands Region,Lower Than A Level,30-40%,0-35,1,30,N,10931
546139,F,North Region,A Level or Equivalent,20-30%,0-35,0,30,N,10932
546634,F,North Region,A Level or Equivalent,10-20,0-35,0,60,N,10933
546654,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,150,Y,10934
546934,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,10935
547128,M,Wales,A Level or Equivalent,20-30%,35-55,0,180,Y,10936
547153,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,10937
547506,M,South East Region,A Level or Equivalent,0-10%,0-35,0,90,N,10938
547612,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,10939
548922,M,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,10940
549113,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,10941
549439,M,Scotland,Lower Than A Level,80-90%,0-35,0,30,N,10942
549677,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,30,N,10943
549687,F,East Midlands Region,Lower Than A Level,60-70%,35-55,0,30,N,10944
549706,F,South Region,HE Qualification,90-100%,0-35,0,60,N,10945
549769,F,Scotland,A Level or Equivalent,60-70%,0-35,0,110,N,10946
549783,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,10947
549888,F,Scotland,A Level or Equivalent,30-40%,35-55,0,150,N,10948
549922,M,South East Region,A Level or Equivalent,80-90%,0-35,0,120,N,10949
550393,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,N,10950
550702,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,210,N,10951
550814,M,South West Region,Lower Than A Level,50-60%,0-35,0,120,N,10952
551158,M,Scotland,HE Qualification,40-50%,35-55,0,30,N,10953
551214,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,10954
551220,M,North Region,HE Qualification,,0-35,0,120,N,10955
551332,F,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,10956
551397,M,Ireland,A Level or Equivalent,50-60%,0-35,0,30,N,10957
551589,M,North Western Region,Lower Than A Level,20-30%,35-55,0,120,N,10958
551772,M,East Anglian Region,HE Qualification,90-100%,0-35,0,30,N,10959
551791,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,10960
552220,M,South West Region,HE Qualification,60-70%,0-35,0,60,N,10961
552255,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,90,N,10962
552475,F,Wales,HE Qualification,0-10%,0-35,0,90,N,10963
552666,M,South Region,A Level or Equivalent,50-60%,0-35,0,90,N,10964
552965,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,120,N,10965
553599,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,10966
553719,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,10967
554065,M,North Region,Lower Than A Level,,35-55,0,90,N,10968
554266,M,Scotland,Lower Than A Level,50-60%,35-55,0,30,N,10969
554444,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,10970
554459,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,10971
554691,M,North Western Region,Lower Than A Level,40-50%,35-55,0,60,Y,10972
554761,M,Scotland,A Level or Equivalent,20-30%,35-55,1,60,N,10973
555498,M,East Anglian Region,HE Qualification,50-60%,35-55,0,60,N,10974
555760,M,Wales,HE Qualification,70-80%,35-55,0,120,N,10975
555884,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,10976
555989,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,10977
556140,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,10978
556251,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,10979
556440,M,Scotland,HE Qualification,50-60%,35-55,0,120,Y,10980
556450,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,Y,10981
556476,F,London Region,Lower Than A Level,10-20,0-35,0,120,Y,10982
556645,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,60,N,10983
556788,M,North Region,Lower Than A Level,,35-55,1,480,N,10984
556824,M,Scotland,HE Qualification,70-80%,35-55,0,60,N,10985
557608,F,South East Region,A Level or Equivalent,40-50%,0-35,0,90,N,10986
557650,M,London Region,Lower Than A Level,30-40%,35-55,0,30,N,10987
557959,M,Yorkshire Region,HE Qualification,10-20,35-55,0,60,N,10988
558440,F,South West Region,Lower Than A Level,20-30%,0-35,0,120,Y,10989
558463,M,South Region,Lower Than A Level,70-80%,0-35,0,30,N,10990
558839,M,Scotland,A Level or Equivalent,80-90%,0-35,0,30,N,10991
559225,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,10992
559518,M,East Anglian Region,Lower Than A Level,10-20,0-35,0,30,N,10993
559672,M,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,10994
559863,M,Ireland,Lower Than A Level,,35-55,0,30,N,10995
560064,M,South West Region,Lower Than A Level,30-40%,35-55,0,30,N,10996
560065,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,10997
560399,M,South Region,HE Qualification,70-80%,35-55,0,90,N,10998
560554,M,North Western Region,A Level or Equivalent,10-20,0-35,0,30,N,10999
560723,M,Scotland,Lower Than A Level,70-80%,0-35,0,30,N,11000
560879,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,11001
561009,F,Scotland,A Level or Equivalent,0-10%,0-35,0,120,Y,11002
561113,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,11003
561195,M,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,11004
561208,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,11005
561476,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,11006
561560,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,120,N,11007
561826,F,London Region,HE Qualification,0-10%,0-35,0,30,N,11008
561848,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,11009
561913,M,Scotland,HE Qualification,0-10%,35-55,0,60,N,11010
562437,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,11011
562884,F,Yorkshire Region,HE Qualification,0-10%,35-55,0,60,N,11012
563016,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,11013
563051,M,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,11014
563230,M,Yorkshire Region,HE Qualification,90-100%,0-35,0,90,N,11015
563321,M,South Region,HE Qualification,70-80%,0-35,0,60,N,11016
563430,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,11017
563920,M,South East Region,Lower Than A Level,50-60%,35-55,0,30,N,11018
563951,M,North Western Region,Lower Than A Level,30-40%,35-55,0,150,Y,11019
564213,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,11020
564356,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,30,N,11021
564649,M,Scotland,A Level or Equivalent,10-20,35-55,0,30,N,11022
564714,M,East Anglian Region,HE Qualification,90-100%,0-35,0,60,Y,11023
564931,F,South West Region,Lower Than A Level,50-60%,0-35,0,90,N,11024
565066,M,South East Region,Lower Than A Level,90-100%,0-35,0,90,N,11025
565109,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,210,N,11026
565605,F,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,11027
565707,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,150,Y,11028
565743,M,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,11029
565840,M,Wales,A Level or Equivalent,70-80%,0-35,0,210,N,11030
566135,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,N,11031
566447,F,Wales,HE Qualification,80-90%,0-35,0,30,N,11032
566464,M,South Region,A Level or Equivalent,10-20,0-35,0,60,N,11033
566694,F,South Region,Lower Than A Level,20-30%,0-35,0,90,N,11034
566938,M,London Region,Lower Than A Level,40-50%,35-55,0,60,N,11035
566979,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,11036
567152,M,London Region,HE Qualification,10-20,0-35,0,120,N,11037
567304,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,11038
567451,M,North Western Region,Lower Than A Level,90-100%,0-35,0,30,N,11039
567597,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,Y,11040
567719,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,11041
567888,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,11042
568307,F,North Western Region,Lower Than A Level,30-40%,0-35,0,30,N,11043
568596,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,11044
568691,F,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,11045
568948,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,90,N,11046
569049,F,Scotland,A Level or Equivalent,30-40%,0-35,0,150,N,11047
569132,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,11048
569277,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,11049
569625,M,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,11050
569944,M,Yorkshire Region,No Formal quals,30-40%,0-35,0,90,N,11051
570453,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,11052
570491,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,11053
570671,M,Ireland,A Level or Equivalent,90-100%,0-35,1,90,Y,11054
570717,M,North Western Region,Lower Than A Level,50-60%,35-55,0,90,Y,11055
570732,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,11056
570757,M,Ireland,Post Graduate Qualification,,0-35,0,30,N,11057
570895,M,West Midlands Region,Lower Than A Level,30-40%,35-55,0,30,N,11058
570954,M,Scotland,Lower Than A Level,20-30%,35-55,1,60,Y,11059
570985,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,11060
570997,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,11061
571131,M,Wales,Lower Than A Level,60-70%,0-35,0,60,N,11062
571610,M,South Region,HE Qualification,40-50%,0-35,0,30,N,11063
571765,M,South East Region,No Formal quals,20-30%,0-35,0,60,N,11064
571808,M,West Midlands Region,A Level or Equivalent,0-10%,35-55,1,120,N,11065
571833,M,East Midlands Region,Lower Than A Level,80-90%,35-55,0,30,N,11066
571921,F,Scotland,HE Qualification,50-60%,35-55,0,60,N,11067
571950,M,North Western Region,No Formal quals,0-10%,35-55,0,270,N,11068
571962,M,Ireland,Lower Than A Level,0-10%,35-55,0,60,N,11069
572011,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,11070
572098,F,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,11071
572231,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,Y,11072
572250,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,90,N,11073
572339,M,North Western Region,A Level or Equivalent,50-60%,35-55,0,30,N,11074
572396,M,South West Region,Lower Than A Level,60-70%,0-35,0,120,N,11075
572431,M,South West Region,A Level or Equivalent,30-40%,0-35,0,90,N,11076
572537,M,West Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,N,11077
572584,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,11078
572588,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,11079
572589,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,11080
572599,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,11081
572659,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,11082
572735,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,11083
